IMO,Name,Flag,Type,Age,Date d'inspection,Type d'inspection,Port d'inspection,Nombre de deficienes,Detentions,,,,
9160920,FAS DAMMAM,Antigua and Barbuda,General cargo/multipurpose,20,05/01/2017,Initial inspection,Italy - Trapani,2,,,,,
9658898,FEDERAL TWEED,Marshall Islands,Bulk carrier,5,05/01/2017,More detailed inspection,Norway - Fredrikstad,1,,,,,
8119039,GEOLOG DMITRIY NALIVKIN,Russian Federation,General cargo/multipurpose,33,05/01/2017,Initial inspection,Germany - Bremerhaven,2,,,,,
9125047,GERMAN SKY,Antigua and Barbuda,General cargo/multipurpose,21,05/01/2017,More detailed inspection,Romania - Galati,2,,,,,
9173355,GOLDEN SEA,Panama,General cargo/multipurpose,19,05/01/2017,More detailed inspection,Romania - Constanta,10,,,,,
9130949,GRANDE AFRICA,"Gibraltar, UK",Ro-Ro cargo,21,05/01/2017,More detailed inspection,Portugal - Lisbon,3,,,,,
9509255,HC JETTE MERIT,Antigua and Barbuda,Bulk carrier,8,05/01/2017,More detailed inspection,Belgium - Antwerpen,15,,,,,
9582867,HELEN ANNA,Antigua and Barbuda,General cargo/multipurpose,18,05/01/2017,Initial inspection,Ireland - Dublin,1,,,,,
9486594,INTERLINK PARITY,Marshall Islands,Bulk carrier,5,05/01/2017,More detailed inspection,Denmark - Nordjyllandsvaerkets Havn,2,,,,,
9053842,ISIS,"Moldova, Republic of",General cargo/multipurpose,24,05/01/2017,More detailed inspection,Italy - Manfredonia,4,,,,,
9368637,JILDA,Panama,General cargo/multipurpose,12,05/01/2017,More detailed inspection,Croatia - Split,5,,,,,
9624823,LADY ANNEKE,Netherlands,General cargo/multipurpose,5,05/01/2017,More detailed inspection,United Kingdom - Grove Wharfs (Scunthorpe),1,,,,,
1005631,LIGAYA,Bahamas,Commercial yacht,14,05/01/2017,More detailed inspection,United Kingdom - Gibraltar,4,Detention,,,,
8915902,LORE PRAHM,Germany,General cargo/multipurpose,28,05/01/2017,Initial inspection,Poland - Gdynia,4,,,,,
9332987,MAERSK COLUMBUS,United States,Container,10,05/01/2017,More detailed inspection,Spain - Algeciras,7,Detention,,,,
9433559,MARINER,Bahamas,Bulk carrier,8,05/01/2017,More detailed inspection,Greece - Kalilimenes,1,,,,,
9133513,MIRJAM,Barbados,General cargo/multipurpose,21,05/01/2017,More detailed inspection,United Kingdom - Seaham,5,,,,,
9169029,MSC EDITH,Malta,Container,19,05/01/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
9342815,N BONANZA,Panama,Bulk carrier,13,05/01/2017,Expanded inspection,Spain - Gijon,5,,,,,
9373541,NICOLE C,United Kingdom,General cargo/multipurpose,9,05/01/2017,More detailed inspection,Croatia - Rijeka,3,,,,,
9240251,PARMA,Antigua and Barbuda,General cargo/multipurpose,18,05/01/2017,Initial inspection,United Kingdom - Liverpool,2,,,,,
9713806,SAKIZAYA ELEGANCE,Panama,Bulk carrier,1,05/01/2017,More detailed inspection,Poland - Gdynia,5,,,,,
9143403,SIDER CAPRI,Malta,General cargo/multipurpose,20,05/01/2017,More detailed inspection,Bulgaria - Varna,3,,,,,
9080986,SUNA,Antigua and Barbuda,General cargo/multipurpose,23,05/01/2017,More detailed inspection,Denmark - Kolding,2,,,,,
8866840,SVYATOGOR,"Tanzania, United Republic of",General cargo/multipurpose,26,05/01/2017,Expanded inspection,Russian Federation - Rostov/Don,3,,,,,
9322011,VORONEZH,Cyprus,Container,8,05/01/2017,More detailed inspection,Germany - Hamburg,1,,,,,
9358395,WIGEON,Liberia,Bulk carrier,10,05/01/2017,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
9407859,AN NING,Hong Kong (China),Bulk carrier,10,06/01/2017,Initial inspection,Netherlands - Rotterdam,3,,,,,
8711306,ANDREY OSIPOV,Russian Federation,General cargo/multipurpose,26,06/01/2017,Initial inspection,Belgium - Zeebrugge,1,,,,,
9324071,ATLANTIC ENSENADA,Singapore,Bulk carrier,12,06/01/2017,More detailed inspection,Canada - Vancouver,7,,,,,
9465760,BATIS,"Iran, Islamic Republic of",Bulk carrier,10,06/01/2017,Initial inspection,Germany - Hamburg,3,,,,,
9257591,BERGEN NORDIC,Norway,Chemical tanker,14,06/01/2017,Expanded inspection,United Kingdom - NORTH SHIELDS,16,,,,,
9427988,BORCHALI,Malta,Chemical tanker,9,06/01/2017,More detailed inspection,Netherlands - Rotterdam,7,,,,,
9613642,EEMS DUBLIN,Netherlands,General cargo/multipurpose,6,06/01/2017,More detailed inspection,France - Dunkerque (GPM),3,,,,,
9388534,ELBTRADER,Cyprus,Container,8,06/01/2017,Initial inspection,Ireland - Dublin,9,,,,,
7433347,EMAN,"Tanzania, United Republic of",General cargo/multipurpose,40,06/01/2017,Expanded inspection,Romania - Constanta,6,,,,,
8506024,FREM NORDICA,Denmark,General cargo/multipurpose,31,06/01/2017,More detailed inspection,Germany - Cuxhaven,34,Detention,,,,
8915627,FRI WAVE,Curacao,General cargo/multipurpose,27,06/01/2017,More detailed inspection,Denmark - Nakskov,1,,,,,
9247584,GRAND MERCURY,Panama,Ro-Ro cargo,14,06/01/2017,More detailed inspection,Canada - Fraser Wharves,3,,,,,
9186223,INVENTANA,Singapore,General cargo/multipurpose,17,06/01/2017,More detailed inspection,France - La Rochelle- La Pallice (GPM),1,,,,,
9357999,JULE,Antigua and Barbuda,General cargo/multipurpose,12,06/01/2017,More detailed inspection,Germany - Hamburg,22,Detention,,,,
9128104,KUMBOR,Saint Vincent and the Grenadines,Bulk carrier,20,06/01/2017,Expanded inspection,Belgium - Gent,3,,,,,
9606326,MSC ISTANBUL,Liberia,Container,2,06/01/2017,More detailed inspection,Netherlands - Rotterdam,1,,,,,
7332488,SEA MASTER X,Palau,Oil tanker,44,06/01/2017,Expanded inspection,Malta - Valletta,3,,,,,
8415794,SEA PATRIS,Panama,Ro-Ro cargo,32,06/01/2017,More detailed inspection,Belgium - Zeebrugge,1,,,,,
8410380,STELLA DI MARE,Comoros,General cargo/multipurpose,32,06/01/2017,More detailed inspection,Bulgaria - Burgas,8,,,,,
9250000,SUAR VIGO,Spain,Ro-Ro cargo,14,06/01/2017,Initial inspection,France - Nantes-Saint Nazaire (GPM),2,,,,,
9473975,ATLAS,Malta,General cargo/multipurpose,10,07/01/2017,More detailed inspection,Romania - Braila,2,,,,,
9436331,BBC CONGO,Antigua and Barbuda,General cargo/multipurpose,8,07/01/2017,More detailed inspection,Norway - Stord base,2,,,,,
9181728,FORTUNE EXPRESS,Turkey,Bulk carrier,19,07/01/2017,Expanded inspection,Italy - Venice,3,,,,,
8911841,MALTA CEMENT,Faroe Islands,General cargo/multipurpose,26,07/01/2017,More detailed inspection,Sweden - Surte,4,,,,,
9137301,MAREMKA,Belgium,General cargo/multipurpose,21,07/01/2017,More detailed inspection,United Kingdom - Belfast,4,,,,,
9566679,MCP PACHNA,Cyprus,General cargo/multipurpose,8,07/01/2017,More detailed inspection,United Kingdom - Liverpool,15,,,,,
7047356,MERCATOR,Norway,General cargo/multipurpose,46,07/01/2017,Initial inspection,Denmark - Randers,1,,,,,
9330771,MID FALCON,"Cayman Islands, UK",Chemical tanker,10,07/01/2017,More detailed inspection,France - Le Havre (GPM),3,,,,,
9741401,NYK CRANE,Panama,Container,1,07/01/2017,Initial inspection,United Kingdom - Southampton,2,,,,,
7026871,PHOENIX I,Panama,Livestock carrier,47,07/01/2017,More detailed inspection,Slovenia - Koper,8,,,,,
8609606,PRIMA DONNA,Finland,General cargo/multipurpose,30,07/01/2017,More detailed inspection,Latvia - Riga,3,,,,,
9651852,SAYAN PRINCESS,Malta,Offshore supply,5,07/01/2017,Initial inspection,United Kingdom - Aberdeen,2,,,,,
7118870,SOUMAYA-J,Togo,General cargo/multipurpose,46,07/01/2017,Expanded inspection,Greece - Kalymnos,7,,,,,
9310513,STAR JAVA,Norway,General cargo/multipurpose,10,07/01/2017,Initial inspection,Italy - Savona,3,,,,,
8841711,VOLGO-BALT 226,Saint Kitts and Nevis,General cargo/multipurpose,37,07/01/2017,Expanded inspection,Russian Federation - Rostov/Don,6,Detention,,,,
9117985,COMMODORE GOODWILL,Bahamas,Ro-Ro cargo,20,08/01/2017,More detailed inspection,United Kingdom - Portsmouth,3,,,,,
9322827,MINERVA ANTARCTICA,"Cayman Islands, UK",Oil tanker,10,08/01/2017,More detailed inspection,Italy - Sarroch,1,,,,,
8230120,SOLKA 2,"Congo, the Democratic Republic of the",General cargo/multipurpose,47,08/01/2017,More detailed inspection,Russian Federation - Rostov/Don,3,Detention,,,,
8841357,SVYATY PAVLO,Sierra Leone,General cargo/multipurpose,38,08/01/2017,More detailed inspection,Russian Federation - Rostov/Don,5,Detention,,,,
8230558,VOLGO-BALT 241,Belize,General cargo/multipurpose,34,08/01/2017,More detailed inspection,Russian Federation - Rostov/Don,5,Detention,,,,
9554171,AKTEA R,Malta,Bulk carrier,7,09/01/2017,More detailed inspection,Spain - Bilbao,1,,,,,
8817198,ATA FEYZ,Turkey,General cargo/multipurpose,28,09/01/2017,More detailed inspection,Croatia - Ploce,1,,,,,
7382885,ATLANTIC CARRIER,Liberia,Offshore supply,43,09/01/2017,More detailed inspection,United Kingdom - Great Yarmouth,2,,,,,
9057252,BALTIYSKIY-202,Belize,General cargo/multipurpose,23,09/01/2017,More detailed inspection,Germany - Wolgast,1,,,,,
9563720,BBC CORAL,Antigua and Barbuda,General cargo/multipurpose,8,09/01/2017,More detailed inspection,United Kingdom - Newcastle upon Tyne,19,Detention,,,,
9511648,BBC EMSLAND,Antigua and Barbuda,General cargo/multipurpose,8,09/01/2017,More detailed inspection,France - Bayonne,1,,,,,
7808334,BELOMORYE,Russian Federation,Refrigerated cargo,38,09/01/2017,More detailed inspection,Netherlands - Amsterdam,5,,,,,
9602411,BILLY JIM,Marshall Islands,Bulk carrier,6,09/01/2017,Initial inspection,Belgium - Gent,2,,,,,
9244192,CONMAR FJORD,United Kingdom,Container,18,09/01/2017,More detailed inspection,France - Rouen (GPM),5,,,,,
9341964,CONMAR GULF,United Kingdom,Container,12,09/01/2017,Initial inspection,Lithuania - Klaipeda,2,,,,,
9300324,COSCO TIANJIN,Panama,Container,12,09/01/2017,More detailed inspection,Canada - Vancouver,2,,,,,
9254525,DA YING,Panama,Bulk carrier,14,09/01/2017,Expanded inspection,Canada - Vancouver,8,,,,,
9356995,EDDA FRAM,Norway,Offshore supply,11,09/01/2017,Initial inspection,United Kingdom - Aberdeen,3,,,,,
9081320,EGMONDGRACHT,Netherlands,General cargo/multipurpose,23,09/01/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
8616099,EIDHOLM,Norway,General cargo/multipurpose,30,09/01/2017,Initial inspection,United Kingdom - Aberdeen,3,,,,,
9388510,ELBCARRIER,Cyprus,Container,9,09/01/2017,Initial inspection,Ireland - Dublin,2,,,,,
9458523,FORZA,Italy,Ro-Ro passenger ship,8,09/01/2017,More detailed inspection,Spain - Cadiz,1,,,,,
9624031,GDF SUEZ NORTH SEA,Panama,Bulk carrier,6,09/01/2017,Initial inspection,Belgium - Gent,3,,,,,
9005857,HALIS BABA,Panama,General cargo/multipurpose,26,09/01/2017,More detailed inspection,Italy - Ravenna,16,Detention,,,,
9747247,HAMBURG PEARL,Philippines,Bulk carrier,1,09/01/2017,More detailed inspection,Netherlands - Rotterdam,3,,,,,
9442536,HARBOR HIROSE,Panama,Bulk carrier,6,09/01/2017,More detailed inspection,France - Marseille (GPM),7,,,,,
8719085,HAUKUR,Faroe Islands,General cargo/multipurpose,28,09/01/2017,Initial inspection,Germany - Bremen,4,,,,,
7916997,IBRAHIM BEY,Panama,General cargo/multipurpose,36,09/01/2017,Expanded inspection,Bulgaria - Varna,5,,,,,
9139646,KRETA,Malta,Container,19,09/01/2017,More detailed inspection,Italy - Genoa,11,,,,,
9272228,LEOPOLD STAFF,Cyprus,General cargo/multipurpose,13,09/01/2017,Initial inspection,Germany - Bremerhaven,3,,,,,
9155963,LISTER,Faroe Islands,General cargo/multipurpose,20,09/01/2017,More detailed inspection,Germany - Bremen,1,,,,,
9117416,LITA,Liberia,Bulk carrier,21,09/01/2017,Expanded inspection,Poland - Szczecin,13,,,,,
9268863,LONGFJELL,Antigua and Barbuda,General cargo/multipurpose,14,09/01/2017,Initial inspection,Spain - Ceuta,3,,,,,
9500091,LUSITANIA G,Italy,Bulk carrier,5,09/01/2017,More detailed inspection,Spain - Tarragona,1,,,,,
9425849,MAERSK LANCER,Denmark,Offshore supply,7,09/01/2017,More detailed inspection,Spain - Las Palmas,6,,,,,
9496264,MAMRY,Bahamas,Bulk carrier,6,09/01/2017,More detailed inspection,Poland - Police,3,,,,,
9074420,MARINEX,Norway,Chemical tanker,23,09/01/2017,Expanded inspection,Belgium - Antwerpen,2,,,,,
7396666,MARZUK,"Tanzania, United Republic of",General cargo/multipurpose,43,09/01/2017,Expanded inspection,Greece - Larymna,5,,,,,
9460033,NAVIOS POLLUX,Panama,Bulk carrier,7,09/01/2017,Initial inspection,Netherlands - Amsterdam,2,,,,,
7430761,NIKITA KOZHEMYAKA,"Congo, the Democratic Republic of the",General cargo/multipurpose,43,09/01/2017,More detailed inspection,Russian Federation - Azov,27,Detention,,,,
9167215,PACIFIC PANAMA,Marshall Islands,Oil tanker,19,09/01/2017,Expanded inspection,Italy - Trieste,6,,,,,
9350252,PATAGONIA 100,"Gibraltar, UK",Oil tanker,12,09/01/2017,Expanded inspection,Spain - Algeciras,1,,,,,
9119579,PERLE,Antigua and Barbuda,General cargo/multipurpose,19,09/01/2017,More detailed inspection,Sweden - Helsingborg,2,,,,,
9434163,PERNILLE,Cyprus,General cargo/multipurpose,9,09/01/2017,Initial inspection,Denmark - Esbjerg,3,,,,,
7721225,PETR VELIKIY,Russian Federation,Bulk carrier,38,09/01/2017,Expanded inspection,Denmark - Nordjyllandsvaerkets Havn,10,,,,,
8325535,RAOUF H,Comoros,General cargo/multipurpose,32,09/01/2017,More detailed inspection,Romania - Braila,4,,,,,
9726437,SAVITA NAREE,Singapore,Bulk carrier,1,09/01/2017,More detailed inspection,United Kingdom - Newcastle,5,,,,,
7333846,SHAZA,Togo,General cargo/multipurpose,43,09/01/2017,Expanded inspection,Greece - Eleusina (Elefsis),13,,,,,
9161003,SLOMAN PRODUCER,Antigua and Barbuda,Ro-Ro cargo,18,09/01/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
7630103,SORMOVSKIY 36,Palau,General cargo/multipurpose,40,09/01/2017,More detailed inspection,Russian Federation - Azov,7,,,,,
8035154,SORMOVSKIY-119,Cook Islands,General cargo/multipurpose,35,09/01/2017,More detailed inspection,Russian Federation - Eysk,5,,,,,
7734806,TAKLIFT 6,Singapore,Other special activities,41,09/01/2017,Initial inspection,Netherlands - Rotterdam,2,,,,,
9134490,THIRA,Liberia,Container,20,09/01/2017,More detailed inspection,France - Nantes-Saint Nazaire (GPM),4,,,,,
9350082,TRIADES,Panama,Bulk carrier,12,09/01/2017,Expanded inspection,France - Dunkerque (GPM),11,,,,,
9199684,ZEUS,Antigua and Barbuda,General cargo/multipurpose,18,09/01/2017,More detailed inspection,Norway - Sandnessjoen,2,,,,,
9217644,AEGEA,Marshall Islands,Bulk carrier,17,10/01/2017,Expanded inspection,Spain - Cartagena,2,,,,,
9370745,ANDALUCIA,Panama,General cargo/multipurpose,10,10/01/2017,More detailed inspection,Portugal - Setubal,4,,,,,
9061291,ANNA G.,Cyprus,Container,24,10/01/2017,Initial inspection,Bulgaria - Varna,1,,,,,
9646699,ARDENNES,Marshall Islands,Bulk carrier,4,10/01/2017,More detailed inspection,Belgium - Gent,4,,,,,
9173721,ASTREA,Greece,Oil tanker,18,10/01/2017,Expanded inspection,Italy - Milazzo,3,,,,,
9658886,ATALANDI,Greece,Bulk carrier,3,10/01/2017,More detailed inspection,Ireland - Aughinish,1,,,,,
8917869,BIRCH,Cook Islands,General cargo/multipurpose,27,10/01/2017,More detailed inspection,Italy - Oristano,5,,,,,
9367231,BOMAR CERES,Malta,Chemical tanker,10,10/01/2017,Initial inspection,Belgium - Gent,1,,,,,
9473327,BRAHMS,Malta,Bulk carrier,6,10/01/2017,Initial inspection,Belgium - Gent,1,,,,,
9302956,CATHARINA SCHULTE,Malta,Container,10,10/01/2017,More detailed inspection,Poland - Gdynia,5,,,,,
7907805,CECILIE,Honduras,Other special activities,37,10/01/2017,More detailed inspection,Denmark - Thyboron,1,,,,,
9406635,CMA CGM RABELAIS,Malta,Container,7,10/01/2017,Initial inspection,Belgium - Antwerpen,3,,,,,
9482873,CORDULA JACOB,Liberia,Oil tanker,5,10/01/2017,More detailed inspection,Estonia - Muuga,1,,,,,
9230153,DARWIN,Singapore,Bulk carrier,15,10/01/2017,Expanded inspection,Canada - Vancouver,3,,,,,
7711074,DEO GLORIA,Netherlands,General cargo/multipurpose,39,10/01/2017,Initial inspection,United Kingdom - Liverpool,4,,,,,
9087544,EFENDI BABA,Turkey,General cargo/multipurpose,23,10/01/2017,More detailed inspection,Romania - Constanta,4,,,,,
8404446,FAST JULIA,Belgium,General cargo/multipurpose,32,10/01/2017,More detailed inspection,Poland - Szczecin,1,,,,,
9341421,FREDERICIA,Liberia,Oil tanker,9,10/01/2017,Initial inspection,United Kingdom - Portland,4,,,,,
8873776,FURY,"Congo, the Democratic Republic of the",General cargo/multipurpose,46,10/01/2017,More detailed inspection,Russian Federation - Eysk,12,,,,,
9470375,GOLDEN PEARL,Hong Kong (China),Bulk carrier,5,10/01/2017,More detailed inspection,Belgium - Gent,1,,,,,
9493688,GUARDIANSHIP,Marshall Islands,Bulk carrier,7,10/01/2017,More detailed inspection,Italy - Venice,1,,,,,
8214889,HAK,Panama,General cargo/multipurpose,34,10/01/2017,More detailed inspection,Romania - Constanta,18,Detention,,,,
9237931,HARMONY M,Togo,General cargo/multipurpose,18,10/01/2017,More detailed inspection,Croatia - Rijeka,2,,,,,
7911856,HEIN,Netherlands,Other special activities,37,10/01/2017,More detailed inspection,Germany - Bremerhaven,6,,,,,
9308223,HELEN M,Marshall Islands,Oil tanker,12,10/01/2017,Expanded inspection,Italy - Augusta,1,,,,,
9692715,IVS NARUO,Panama,Bulk carrier,3,10/01/2017,Initial inspection,Netherlands - Vlissingen,4,,,,,
9706566,JAG ALLOK,India,Bulk carrier,1,10/01/2017,More detailed inspection,France - Marseille (GPM),1,,,,,
9415155,LUDOGORETS,Malta,Bulk carrier,8,10/01/2017,Expanded inspection,Netherlands - Amsterdam,2,,,,,
7516694,MARIN,"Congo, the Democratic Republic of the",General cargo/multipurpose,40,10/01/2017,More detailed inspection,Greece - Igoumenitsa,5,,,,,
9349801,MSC CORDOBA,Liberia,Container,9,10/01/2017,More detailed inspection,Belgium - Antwerpen,4,,,,,
9185853,MTM PRINCESS,Singapore,Chemical tanker,18,10/01/2017,Expanded inspection,Canada - Belledune,2,,,,,
9225055,OCEANIS,Bahamas,Bulk carrier,16,10/01/2017,More detailed inspection,Germany - Butzfleth,2,,,,,
8415665,PLUTO,"Isle of Man, UK",General cargo/multipurpose,32,10/01/2017,Initial inspection,Belgium - Antwerpen,3,,,,,
8411190,PRINCESS H,Sierra Leone,General cargo/multipurpose,32,10/01/2017,More detailed inspection,Romania - Constanta,9,,,,,
9371024,SAXONA,Liberia,General cargo/multipurpose,12,10/01/2017,More detailed inspection,Greece - Preveza/Lefkas,3,,,,,
9522207,SEAJACKS KRAKEN,Panama,MODU & FPSO,9,10/01/2017,More detailed inspection,United Kingdom - Great Yarmouth,1,,,,,
9265419,TASSILI II,Algeria,Ro-Ro passenger ship,14,10/01/2017,Expanded inspection,France - Marseille (GPM),2,,,,,
9742429,THORCO LOHAS,Panama,General cargo/multipurpose,1,10/01/2017,More detailed inspection,Italy - Taranto,5,,,,,
9007116,TYCHO BRAHE,Denmark,Ro-Ro passenger ship,26,10/01/2017,Expanded inspection,Sweden - Helsingborg,4,,,,,
8101410,VANCOUVER,Togo,General cargo/multipurpose,34,10/01/2017,More detailed inspection,Russian Federation - Rostov/Don,4,,,,,
9718208,VITTORIA,Malta,Bulk carrier,1,10/01/2017,More detailed inspection,Germany - Hamburg,2,,,,,
8230417,VOLGO BALT 217,Saint Kitts and Nevis,General cargo/multipurpose,38,10/01/2017,More detailed inspection,Russian Federation - Taganrog,8,Detention,,,,
9060687,WILSON MOSEL,Barbados,General cargo/multipurpose,24,10/01/2017,More detailed inspection,Norway - Fredrikstad,2,,,,,
9456238,AGGELIKI B,Marshall Islands,Bulk carrier,6,11/01/2017,More detailed inspection,France - Nantes-Saint Nazaire (GPM),10,,,,,
8954946,AKHMAT KADYROV,Russian Federation,General cargo/multipurpose,39,11/01/2017,More detailed inspection,Cyprus - Larnaca,6,,,,,
9155420,AMIRA AMINA,Tuvalu,General cargo/multipurpose,19,11/01/2017,More detailed inspection,Croatia - Ploce,2,,,,,
9540819,ANDES,Cyprus,Chemical tanker,5,11/01/2017,More detailed inspection,Belgium - Antwerpen,2,,,,,
9167863,APUANA D,Italy,Bulk carrier,19,11/01/2017,More detailed inspection,Latvia - Riga,1,,,,,
8618059,ARTOVA,Panama,General cargo/multipurpose,29,11/01/2017,More detailed inspection,Netherlands - Amsterdam,13,,,,,
9507130,BARENTSZDIEP,Netherlands,General cargo/multipurpose,12,11/01/2017,More detailed inspection,Spain - Burela,4,,,,,
